%Loading Case (lbs)	F0 (lbf)	F1 (lbf)	F2 (lbf)	F3D (lbf)	LVDT (in)	%2/20/20202:21 PM
40.000	10.527	10.602	20.534	-26.234	0.045
40.000	10.516	10.643	20.543	-26.265	0.045
40.000	10.532	10.550	20.539	-26.346	0.045
40.000	10.557	10.577	20.537	-26.167	0.045
40.000	10.526	10.683	20.536	-25.775	0.045
40.000	10.517	10.653	20.541	-25.669	0.045
40.000	10.524	10.613	20.542	-25.667	0.045
50.000	13.177	12.829	25.456	-11.370	0.058
50.000	13.189	12.830	25.464	-11.219	0.058
50.000	13.184	12.829	25.460	-11.273	0.058
50.000	13.195	12.826	25.456	-11.351	0.058
50.000	13.196	12.815	25.460	-11.201	0.058
50.000	13.190	12.834	25.465	-11.326	0.058
50.000	13.185	12.819	25.460	-11.288	0.058
50.000	13.192	12.832	25.464	-11.420	0.058
50.000	13.196	12.818	25.459	-11.284	0.058
50.000	13.188	12.841	25.465	-11.267	0.058
40.000	10.456	10.546	20.415	-24.748	0.047
40.000	10.462	10.536	20.424	-24.656	0.047
40.000	10.469	10.529	20.415	-24.761	0.047
40.000	10.473	10.538	20.424	-24.783	0.047
40.000	10.459	10.543	20.427	-24.812	0.047
40.000	10.465	10.532	20.413	-24.735	0.047
40.000	10.468	10.525	20.424	-24.798	0.047
40.000	10.465	10.536	20.422	-24.602	0.047
40.000	10.473	10.550	20.430	-24.754	0.047
40.000	10.482	10.543	20.437	-24.797	0.047
30.000	7.701	8.065	15.318	-38.214	0.032
30.000	7.730	8.076	15.353	-38.257	0.032
30.000	7.703	8.060	15.326	-38.267	0.032
30.000	7.743	8.081	15.374	-38.209	0.032
30.000	7.737	8.079	15.366	-38.121	0.032
30.000	7.752	8.082	15.384	-38.251	0.032
30.000	7.719	8.080	15.337	-38.196	0.032
30.000	7.729	8.087	15.374	-38.146	0.032
30.000	7.743	8.091	15.362	-38.235	0.032
30.000	7.733	8.075	15.357	-38.311	0.032
20.000	5.311	5.316	10.217	-56.576	0.020
20.000	5.331	5.310	10.224	-56.513	0.020
20.000	5.328	5.310	10.225	-56.665	0.020
20.000	5.320	5.316	10.221	-56.659	0.020
20.000	5.318	5.312	10.223	-56.656	0.020
20.000	5.316	5.311	10.223	-56.647	0.020
20.000	5.332	5.304	10.224	-56.663	0.020
20.000	5.320	5.303	10.228	-56.648	0.020
20.000	5.323	5.314	10.220	-56.698	0.020
20.000	5.317	5.309	10.232	-56.636	0.020
10.000	2.622	2.694	5.074	-76.363	0.008
10.000	2.627	2.705	5.076	-76.485	0.008
10.000	2.633	2.701	5.079	-76.397	0.008
10.000	2.633	2.698	5.074	-76.456	0.008
10.000	2.635	2.703	5.078	-76.347	0.008
10.000	2.635	2.689	5.082	-76.445	0.008
10.000	2.629	2.698	5.077	-76.484	0.008
10.000	2.635	2.686	5.077	-76.387	0.008
10.000	2.622	2.686	5.079	-76.488	0.008
10.000	2.625	2.697	5.073	-76.378	0.008
0.000	-0.318	0.347	0.010	-96.547	-0.004
0.000	-0.315	0.358	0.003	-96.635	-0.004
0.000	-0.317	0.351	0.005	-96.459	-0.004
0.000	-0.308	0.356	0.004	-96.475	-0.004
0.000	-0.304	0.362	0.017	-96.502	-0.004
0.000	-0.303	0.363	0.018	-96.442	-0.004
0.000	-0.301	0.360	0.017	-96.544	-0.004
0.000	-0.303	0.361	0.016	-96.468	-0.004
0.000	-0.307	0.368	0.011	-96.409	-0.004
0.000	-0.301	0.363	0.016	-96.429	-0.004
